,model,n,d,p,prop_miss,seed,d_miwae,n_epochs,sig_prior,method,time,citcio,add_wy,tau_dr,tau_ols,tau_ols_ps,mul_tau_dr,mul_tau_ols,mul_tau_ols_ps,dcor_zhat,dcor_zhat_mul
82,dlvm,5000,3,5,0.3,0,3,10,1,glm,4446,True,False,2.8387083079200885,2.494018427368669,2.5211720930573795,2.944874689366021,2.4449707895158683,2.5274045880164393,0.7389068944933775,0.546287886802547
83,dlvm,5000,3,100,0.3,0,3,10,1,glm,5664,True,False,1.838572931580332,1.5801840330088175,0.8858354271923292,8.505799546256918,1.884251171442627,0.988152221641912,0.9010044228314488,0.8583187338221043
84,dlvm,5000,3,5,0.1,0,3,400,1,glm,3367,True,False,3.1507842080433117,1.8131824243380965,2.0144513759739153,3.0129087894857163,2.304060772490138,2.4322350817297504,0.7338618365512136,0.5571565531782838
85,dlvm,5000,3,100,0.1,0,3,400,1,glm,6774,True,False,27.14196473511944,2.7647343789746275,0.9209431624158004,42.91499455572064,2.9955326278339824,1.0197804050328498,0.879552752389191,0.8498384840469478
86,dlvm,5000,3,5,0.3,0,3,400,1,glm,2818,True,False,4.512429852055032,2.004200830734152,2.081414181013994,3.087590558423061,2.3312626723309826,2.434787856525389,0.7363156850594802,0.566294744285207
87,dlvm,5000,3,100,0.3,0,3,400,1,glm,5515,True,False,2.5222313638738227,2.8972016897410766,0.9913374928192225,4.132823856183632,3.087413837514261,1.1207963708366335,0.8754216094716418,0.8487722562734875
88,dlvm,5000,3,5,0.1,0,3,10,10,glm,2454,True,False,2.85952647860084,2.5471956725517964,2.5964581938776656,2.7856858274684884,2.461023932543757,2.527602392908928,0.7310050870481608,0.5228942405083995
89,dlvm,5000,3,100,0.1,0,3,10,10,glm,4460,True,False,0.9556918926453516,1.067500503995761,0.7791926695624716,1.1367505291092828,1.248431096644602,0.9228190458928881,0.8783051559672366,0.8357385167062644
90,dlvm,5000,3,5,0.3,0,3,10,10,glm,2366,True,False,2.574327072428907,2.5892752828726207,2.591723656579808,2.828930610153946,2.499315173791307,2.5491533694863993,0.72751198389894,0.5220454052079233
91,dlvm,5000,3,100,0.3,0,3,10,10,glm,4522,True,False,0.8233564045199094,1.1276754418163328,0.7644568490893244,0.9189506452657977,1.245791315200676,0.8796514657900067,0.8765544672765349,0.8330183823393611
92,dlvm,5000,3,5,0.1,0,3,400,10,glm,3058,True,False,14.405297302758827,2.2205463478457594,2.1965838184098545,3.06514014537182,2.3678142556373456,2.4612799520961453,0.736598170119652,0.5642106771436316
93,dlvm,5000,3,100,0.1,0,3,400,10,glm,5664,True,False,0.4641470017477446,2.828948196981089,0.8404987248324826,0.7434895406107338,3.0112505632781836,0.9440672519399278,0.8700040887231204,0.8463954214877757
94,dlvm,5000,3,5,0.3,0,3,400,10,glm,2886,True,False,12.065677887492924,1.99694010088466,1.9601199872145918,3.0539360085667058,2.317855618303066,2.413168317052375,0.737089576574018,0.5659715168014583
95,dlvm,5000,3,100,0.3,0,3,400,10,glm,6384,True,False,0.34054730090853225,2.6617572973671124,0.8102827128706585,1.0895688523915874,2.8434237523657755,0.9025111661897103,0.8678639879208945,0.8422643655633422
96,lrmf,1000,3,5,0.1,0,3,10,0.1,glm,225,False,False,1.1071764331984877,1.1062886527801394,1.1038758962058637,1.1055656272176835,1.1055635655094704,1.1054533091453687,0.2599340271581962,0.10282852420649372
