,model,n,d,p,prop_miss,seed,d_miwae,n_epochs,sig_prior,method,time,citcio,tau_dr,tau_ols,tau_ols_ps,mul_tau_dr,mul_tau_ols,mul_tau_ols_ps
126,lrmf,1000,3,5,0.3,2,3,400,0.1,glm,206,True,1.3160900935381046,1.3084126288835165,1.3086921533281881,1.3160900935381046,1.4638024410383355,1.463695064195327
127,lrmf,1000,3,100,0.3,2,3,400,0.1,glm,660,True,1.9193394646031023,1.9033098482983313,1.78391861781399,1.9193394646031021,2.040915723686128,1.9416177656980034
128,lrmf,1000,3,5,0.1,2,3,10,1,glm,126,True,1.6910162955287191,1.6974625898631681,1.7003318337276783,1.6910162955287191,1.4253713654248947,1.4281486167584745
129,lrmf,1000,3,100,0.1,2,3,10,1,glm,452,True,1.750817566386812,1.8214125579472311,1.7888723629214511,1.7508175663868122,1.9457667750722145,1.9304081590766282
130,lrmf,1000,3,5,0.3,2,3,10,1,glm,127,True,1.325295763645637,1.3125272646060833,1.306905707691159,1.3252957636456375,1.4068201545580576,1.4090027998708814
131,lrmf,1000,3,100,0.3,2,3,10,1,glm,454,True,1.522710952563324,1.819156192079651,1.6322495479658863,1.5227109525633238,1.972792577976223,1.8038184221127176
132,lrmf,1000,3,5,0.1,2,3,400,1,glm,210,True,1.3703924816032882,1.260411515504729,1.2599369981983635,1.3703924816032882,1.4895358081536683,1.4885317342869815
133,lrmf,1000,3,100,0.1,2,3,400,1,glm,669,True,2.1426592322879463,1.9438622105442116,1.845188698644491,2.1426592322879467,2.020577325717212,1.9372115067502278
134,lrmf,1000,3,5,0.3,2,3,400,1,glm,212,True,1.38910656635416,1.3658790387528268,1.3659605595149575,1.38910656635416,1.3983074541029448,1.3982294723618613
135,lrmf,1000,3,100,0.3,2,3,400,1,glm,669,True,2.3756785127972564,1.9815079507802977,1.8159287786108127,2.375678512797257,2.086335900713381,1.9381113307980404
136,lrmf,1000,3,5,0.1,2,3,10,10,glm,134,True,1.7860004186314977,1.7964635851606285,1.7981687533081125,1.786000418631498,1.5732384034185583,1.573725569039624
137,lrmf,1000,3,100,0.1,2,3,10,10,glm,457,True,2.3328857433850976,1.6409488376563288,1.7482479171718461,2.332885743385098,1.7401869454567875,1.8452539313858933
138,lrmf,1000,3,5,0.3,2,3,10,10,glm,135,True,1.8351062963295484,1.827880364518533,1.8213564663384862,1.8351062963295488,1.577225460927861,1.5757025054530942
139,lrmf,1000,3,100,0.3,2,3,10,10,glm,457,True,1.6778873758595318,1.6509711785841907,1.7717294443121734,1.6778873758595312,1.8087371629968871,1.925896457501903
140,lrmf,1000,3,5,0.1,2,3,400,10,glm,218,True,1.9548831807071514,1.9259991387029396,1.9267655518039006,1.954883180707152,1.8054074694540185,1.8039322190634466
141,lrmf,1000,3,100,0.1,2,3,400,10,glm,674,True,1.6934975846214388,1.6104644596230795,1.7230433622304653,1.6934975846214388,1.6774004457740352,1.7881581677752154
142,lrmf,1000,3,5,0.3,2,3,400,10,glm,218,True,1.625638083803407,1.4986006045313083,1.4929985179396985,1.6256380838034068,1.569554524152381,1.5633928010026028
143,lrmf,1000,3,100,0.3,2,3,400,10,glm,680,True,1.3648242474385384,1.581842584658617,1.4854486937161062,1.3648242474385381,1.6456315412282823,1.5610160905255168
144,dlvm,1000,3,5,0.1,3,3,10,0.1,glm,136,True,1.7322776364487291,1.6531676470908891,1.6557049069616276,1.7322776364487285,1.3008953532662448,1.301130910494255
145,dlvm,1000,3,100,0.1,3,3,10,0.1,glm,416,True,2.1300323438526294,2.896693788354824,2.6932364601487535,2.1300323438526294,4.0330309708797225,3.6060276927871246
146,dlvm,1000,3,5,0.3,3,3,10,0.1,glm,135,True,1.8274588478118656,1.660988975987837,1.7110384064448283,1.8274588478118654,1.306518746849521,1.3065803431601481
147,dlvm,1000,3,100,0.3,3,3,10,0.1,glm,417,True,2.614712313847773,3.032398895768061,2.943391863154446,2.6147123138477726,4.63348891407769,4.254219774846079
148,dlvm,1000,3,5,0.1,3,3,400,0.1,glm,219,True,2.6272823440582243,2.5329378749855067,2.638048773988526,2.627282344058224,2.5183861257381936,2.6578030254187426
149,dlvm,1000,3,100,0.1,3,3,400,0.1,glm,678,True,2.078059459954942,2.834311975713831,1.554993543908791,2.0780594599549422,3.1438564868776915,1.6913505208738981
150,dlvm,1000,3,5,0.3,3,3,400,0.1,glm,221,True,2.358887195038973,2.462039180458118,2.6121257859749325,2.3588871950389736,2.4929207821783295,2.637303076041645
151,dlvm,1000,3,100,0.3,3,3,400,0.1,glm,681,True,2.136086018769403,2.9691559286096236,1.561126099312475,2.1360860187694035,3.2735560309500884,1.704685871853833
152,dlvm,1000,3,5,0.1,3,3,10,1,glm,141,True,2.8925832665414166,2.6644061271560906,2.60367359019663,2.8925832665414157,2.447191730898686,2.4938214852135503
153,dlvm,1000,3,100,0.1,3,3,10,1,glm,466,True,1.9776044741067376,2.1382048513195437,1.9051109663973929,1.9776044741067376,2.376613429961131,2.044695530984244
154,dlvm,1000,3,5,0.3,3,3,10,1,glm,140,True,2.960068566597187,2.859304124462426,2.87627058968181,2.960068566597187,2.4725144535024124,2.5233105873336132
155,dlvm,1000,3,100,0.3,3,3,10,1,glm,465,True,2.234328304451301,2.2999679246580387,1.9541043043618433,2.2343283044513016,2.549037760300852,2.133562232761887
156,dlvm,1000,3,5,0.1,3,3,400,1,glm,225,True,2.283498177491452,2.0247447359463813,2.2482526923507624,2.283498177491452,2.1994892082222335,2.380923072492855
157,dlvm,1000,3,100,0.1,3,3,400,1,glm,683,True,2.6598051879807945,3.3309756578122744,2.1742702881554794,2.6598051879807945,3.512320814077059,2.2699997605643105
158,dlvm,1000,3,5,0.3,3,3,400,1,glm,228,True,2.2835319549540247,2.1244966890018073,2.3212424532161156,2.2835319549540247,2.3080417617351077,2.4585188154555304
159,dlvm,1000,3,100,0.3,3,3,400,1,glm,681,True,3.8491471530142127,3.4387906974610996,2.0029635949900637,3.849147153014213,3.619200656319151,2.117949088595526
160,dlvm,1000,3,5,0.1,3,3,10,10,glm,147,True,3.151816061474994,2.370788770192831,2.328351760203354,3.1518160614749946,2.4813973526883806,2.533352492067776
161,dlvm,1000,3,100,0.1,3,3,10,10,glm,481,True,1.4829801869785535,1.798141887542963,1.9000506708131315,1.4829801869785535,2.0416133557148712,2.0177454590421693
162,dlvm,1000,3,5,0.3,3,3,10,10,glm,147,True,2.1747499166752267,2.295329921305339,2.3297001429842847,2.174749916675226,2.4331022027387172,2.4884461813275505
163,dlvm,1000,3,100,0.3,3,3,10,10,glm,485,True,1.7392913341955105,2.3221725299158487,2.0544841330444688,1.7392913341955103,2.485128416619269,2.146191750022188
164,dlvm,1000,3,5,0.1,3,3,400,10,glm,233,True,2.4627331154492906,2.4188555935036717,2.654398430668385,2.46273311544929,2.389175220785431,2.6016942588787417
165,dlvm,1000,3,100,0.1,3,3,400,10,glm,694,True,-2.6506270349333083,2.9512775909851814,1.8236440794649877,-2.6506270349333083,3.0338823949068705,1.8078809115441026
166,dlvm,1000,3,5,0.3,3,3,400,10,glm,235,True,1.9442340268605254,2.143742467832099,2.4118954680129727,1.944234026860525,2.3173838867090053,2.521077101007038
167,dlvm,1000,3,100,0.3,3,3,400,10,glm,693,True,-6.589524939123138,2.967244328628551,1.5617815945148563,-6.589524939123139,3.098554588712493,1.6218275283017354
168,lrmf,1000,3,5,0.1,3,3,10,0.1,glm,151,True,1.0640650295250749,1.0774221113906393,1.1186593510210514,1.0640650295250749,1.0420886535073004,1.0426860067311472
169,lrmf,1000,3,100,0.1,3,3,10,0.1,glm,441,True,4.9492804558092915,4.672623427929739,4.248156209623517,4.949280455809292,8.317209502098473,8.316349090545204
170,lrmf,1000,3,5,0.3,3,3,10,0.1,glm,152,True,1.0155542483752216,1.0418479536539849,1.0439472844911961,1.0155542483752213,1.0428241449370912,1.0422967215157979
171,lrmf,1000,3,100,0.3,3,3,10,0.1,glm,438,True,4.800126385968841,4.705209738000583,4.499843653145945,4.80012638596884,8.323456000064965,8.322883170374789
172,lrmf,1000,3,5,0.1,3,3,400,0.1,glm,238,True,1.5489561086220438,1.5490923525103386,1.5478384541177714,1.5489561086220436,1.4582043209466375,1.4570408682536902
173,lrmf,1000,3,100,0.1,3,3,400,0.1,glm,696,True,0.5274938442769677,0.6942883920391036,0.24990331109659092,0.5274938442769678,0.8414406318947352,0.4143018172315739
174,lrmf,1000,3,5,0.3,3,3,400,0.1,glm,239,True,1.5730467088637783,1.5734151257336282,1.5720027345438825,1.5730467088637783,1.4989787382491528,1.4986543922290054
175,lrmf,1000,3,100,0.3,3,3,400,0.1,glm,695,True,0.5372275017063569,0.66817606855634,0.27401772306695626,0.5372275017063569,0.8133964677508158,0.4468531237375727
176,lrmf,1000,3,5,0.1,3,3,10,1,glm,159,True,1.2313106637814157,1.2452664256989867,1.24540617342174,1.2313106637814162,1.2983577836105828,1.298584774034159
177,lrmf,1000,3,100,0.1,3,3,10,1,glm,480,True,-0.21936802962104132,0.7130643390681475,0.2474316305568922,-0.21936802962104138,0.8762957137603564,0.43764519503261695
178,lrmf,1000,3,5,0.3,3,3,10,1,glm,160,True,1.1261453520413431,1.1318229524479144,1.1280538067978818,1.1261453520413431,1.2976513572248496,1.2977666763890598
179,lrmf,1000,3,100,0.3,3,3,10,1,glm,480,True,0.7810309692600762,0.747671196580701,0.3290776547955802,0.7810309692600762,0.8858137920314069,0.49353950128525725
180,lrmf,1000,3,5,0.1,3,3,400,1,glm,244,True,1.348131984815766,1.3177007258631153,1.3274165237421813,1.3481319848157656,1.263619243878203,1.2667615572758266
181,lrmf,1000,3,100,0.1,3,3,400,1,glm,702,True,-0.12219896944642937,0.5155091351142365,0.16865135311373924,-0.12219896944642937,0.5891162926291953,0.27251990186206326
182,lrmf,1000,3,5,0.3,3,3,400,1,glm,249,True,1.2536511823372056,1.2404758079153373,1.2411189439952444,1.2536511823372058,1.2709175032827247,1.2719791772879834
183,lrmf,1000,3,100,0.3,3,3,400,1,glm,703,True,0.09489490773654745,0.4691867648189145,0.07244417461046826,0.09489490773654743,0.5684449965172087,0.20980422721778377
184,lrmf,1000,3,5,0.1,3,3,10,10,glm,166,True,1.8682359939096431,1.8767490739522286,1.8618676555544846,1.8682359939096431,1.5629837034670016,1.563761829343415
185,lrmf,1000,3,100,0.1,3,3,10,10,glm,494,True,0.09349804110598038,0.7792528481353634,0.6977454744177886,0.0934980411059804,0.9371187977226795,0.8659283486703632
186,lrmf,1000,3,5,0.3,3,3,10,10,glm,167,True,1.9120289564214947,1.918758913008837,1.9190505816829069,1.9120289564214945,1.586651603417186,1.588152413857926
187,lrmf,1000,3,100,0.3,3,3,10,10,glm,494,True,0.3648692971658,0.38563424359798737,0.13088310844984263,0.3648692971658,0.5278694045250671,0.2956983498033703
188,lrmf,1000,3,5,0.1,3,3,400,10,glm,252,True,1.4790894055227732,1.3558315199234618,1.353667768663385,1.4790894055227732,1.408098466212953,1.4100560338019426
189,lrmf,1000,3,100,0.1,3,3,400,10,glm,714,True,-0.1426887284489842,0.43673379607222174,0.13705431085453357,-0.14268872844898417,0.5310446873382944,0.2588052047270605
190,lrmf,1000,3,5,0.3,3,3,400,10,glm,254,True,1.7773869679695367,1.6997907831571435,1.7148500082945164,1.777386967969537,1.6180054588556831,1.619948046123372
191,lrmf,1000,3,100,0.3,3,3,400,10,glm,713,True,0.10067131092124987,0.8205892124526607,0.513598162351056,0.10067131092124983,0.832076565000699,0.5189755701144432
192,dlvm,1000,3,5,0.1,4,3,10,0.1,glm,169,True,1.3290078019640872,1.31171966981114,1.2987234837203232,1.329007801964087,1.217378600603591,1.21697379291589
193,dlvm,1000,3,100,0.1,4,3,10,0.1,glm,452,True,0.49386693478971333,0.8680263319406869,0.7396129289977473,0.49386693478971316,1.6015325240675167,1.3032316013702607
194,dlvm,1000,3,5,0.3,4,3,10,0.1,glm,171,True,1.3889957469589498,1.4031216118019751,1.4057860152155541,1.3889957469589496,1.2196853174990419,1.219308399084484
195,dlvm,1000,3,100,0.3,4,3,10,0.1,glm,452,True,1.7307887721264856,1.3179517479435165,1.1672240180230116,1.7307887721264854,2.277058766178296,1.8392219590551593
196,dlvm,1000,3,5,0.1,4,3,400,0.1,glm,258,True,2.1540581384859534,2.091528599454586,2.183608643597232,2.1540581384859543,2.1935201599913556,2.3119237228486544
197,dlvm,1000,3,100,0.1,4,3,400,0.1,glm,718,True,0.6689435755938673,1.48700529101405,-0.00771687961864842,0.6689435755938673,1.7826974985009982,0.1617682397462744
198,dlvm,1000,3,5,0.3,4,3,400,0.1,glm,260,True,2.1134032583254045,2.204624847383746,2.2765338278117673,2.113403258325405,2.3015853527830505,2.4363550282580935
199,dlvm,1000,3,100,0.3,4,3,400,0.1,glm,720,True,0.5133002568711125,1.290693290688779,-0.1596229505658613,0.5133002568711124,1.5995586413100695,-0.009522931521576752
200,dlvm,1000,3,5,0.1,4,3,10,1,glm,175,True,3.6993437573982155,2.3920437068283515,2.3293473194851084,3.699343757398216,2.1383876732509086,2.18385407681517
201,dlvm,1000,3,100,0.1,4,3,10,1,glm,504,True,-0.8467725031464459,-0.3820953678247805,-0.5847331003708791,-0.8467725031464459,0.07610938281117718,-0.28332777745158727
202,dlvm,1000,3,5,0.3,4,3,10,1,glm,176,True,2.3567512222989317,1.952158384726149,2.0030467233040143,2.3567512222989317,2.1419097897329,2.2047201497118336
203,dlvm,1000,3,100,0.3,4,3,10,1,glm,498,True,-0.5720104663472376,-0.4092108257488307,-0.6854754867930541,-0.5720104663472378,-0.03673911622638966,-0.3345335624600615
204,dlvm,1000,3,5,0.1,4,3,400,1,glm,263,True,3.0562855940077505,1.8550174090571012,2.053311418042596,3.0562855940077505,2.0199728214806423,2.197994898398493
205,dlvm,1000,3,100,0.1,4,3,400,1,glm,723,True,-6.764394331243085,2.021219554414709,-0.2973471755119821,-6.764394331243084,2.1901979387308477,-0.12108540749622787
206,dlvm,1000,3,5,0.3,4,3,400,1,glm,265,True,3.111915799234785,2.0690143115435085,2.2395162007704776,3.1119157992347857,2.082410304017231,2.2725287300495536
207,dlvm,1000,3,100,0.3,4,3,400,1,glm,724,True,-23.992364589041664,2.0498833905627776,0.012926263123476334,-23.992364589041664,2.2693919943369436,0.18955852077829582
208,dlvm,1000,3,5,0.1,4,3,10,10,glm,184,True,3.6640743402568234,2.494084809828689,2.5182095113013117,3.664074340256824,2.1552305336285222,2.215155099780188
209,dlvm,1000,3,100,0.1,4,3,10,10,glm,516,True,5.438585834012333,0.3956461042237548,0.08304515663214376,5.438585834012331,0.4483189708558362,0.08938132916467321
210,dlvm,1000,3,5,0.3,4,3,10,10,glm,187,True,3.777340060262096,2.534445066751763,2.539435753388964,3.7773400602620963,2.209175673417263,2.2554008116097104
211,dlvm,1000,3,100,0.3,4,3,10,10,glm,517,True,0.3764688750995815,0.31929858304074493,0.01750576672599083,0.37646887509958143,0.5006334977083009,0.13103839569961545
212,dlvm,1000,3,5,0.1,4,3,400,10,glm,272,True,2.7984401388110336,1.835819041133424,2.1223817999967007,2.798440138811034,2.0489234823346467,2.282262853748603
213,dlvm,1000,3,100,0.1,4,3,400,10,glm,727,True,-49.11242794080206,1.6617346977470369,-0.04383229045126824,-49.11242794080204,1.7989375945541792,0.05972858250623997
214,dlvm,1000,3,5,0.3,4,3,400,10,glm,272,True,3.325634993241033,2.0873488037227794,2.3241408989790866,3.325634993241032,2.0747664626562066,2.3010629694497853
215,dlvm,1000,3,100,0.3,4,3,400,10,glm,732,True,-54.96522665281581,1.52966671100869,-0.2567750276370353,-54.96522665281581,1.6703713695052018,-0.17286410980213573
216,lrmf,1000,3,5,0.1,4,3,10,0.1,glm,187,True,1.0509573451886784,1.055280854679971,1.055119556169302,1.0509573451886782,1.0390631292674772,1.0396292228423956
217,lrmf,1000,3,100,0.1,4,3,10,0.1,glm,482,True,6.146303448694675,6.583313570073464,6.077292033767115,6.146303448694676,7.241825038826381,7.230212373129814
218,lrmf,1000,3,5,0.3,4,3,10,0.1,glm,188,True,1.0169996316995673,1.0166781568519134,1.0136453799786977,1.0169996316995673,1.0406523442897093,1.0404502898146852
219,lrmf,1000,3,100,0.3,4,3,10,0.1,glm,484,True,4.6557203520715635,4.5259500025889,4.799678951166387,4.655720352071562,7.209773286374963,7.206761788796475
220,lrmf,1000,3,5,0.1,4,3,400,0.1,glm,270,True,1.272539154180245,1.271634191869989,1.2712247582327443,1.2725391541802455,1.3668830010443846,1.3649372469070167
221,lrmf,1000,3,100,0.1,4,3,400,0.1,glm,736,True,0.5712613951559167,0.6340639728051087,0.22437811810132402,0.5712613951559167,0.7873596445637809,0.3938310550196792
222,lrmf,1000,3,5,0.3,4,3,400,0.1,glm,275,True,1.4167217357063107,1.4169397526638214,1.412722756909801,1.4167217357063107,1.3846324623490431,1.3826014554095847
223,lrmf,1000,3,100,0.3,4,3,400,0.1,glm,735,True,0.5252836797508089,0.6172373673001967,0.18771862439101206,0.5252836797508088,0.7625075744305749,0.3552107892748977
224,lrmf,1000,3,5,0.1,4,3,10,1,glm,196,True,1.2821151988604975,1.3080898595195076,1.3085271918253842,1.2821151988604973,1.2631555378288077,1.264104428800953
225,lrmf,1000,3,100,0.1,4,3,10,1,glm,520,True,0.4932384407704693,0.5122126216095251,0.3079673726989154,0.49323844077046913,0.6687514442666216,0.4573493497103871
226,lrmf,1000,3,5,0.3,4,3,10,1,glm,196,True,1.4137925300922465,1.4351389347653303,1.4474024428879377,1.4137925300922465,1.2349255573132933,1.238560650166898
227,lrmf,1000,3,100,0.3,4,3,10,1,glm,520,True,0.25919454625888155,0.4622680340815011,0.247591416266431,0.25919454625888155,0.6254367577348079,0.40575114749006375
228,lrmf,1000,3,5,0.1,4,3,400,1,glm,282,True,1.352421410220963,1.2267048180013136,1.2416073267785122,1.3524214102209628,1.4309437753863472,1.4345959279210745
229,lrmf,1000,3,100,0.1,4,3,400,1,glm,738,True,0.43775727154132116,0.8122289006906558,0.42237962700086096,0.43775727154132127,0.9005188595476062,0.5333786974815657
230,lrmf,1000,3,5,0.3,4,3,400,1,glm,284,True,0.9095707815607107,0.8592334790350482,0.8343930716919763,0.9095707815607105,1.165539222287629,1.1676488344946747
231,lrmf,1000,3,100,0.3,4,3,400,1,glm,749,True,0.4811632609241134,0.7741872259915293,0.4896767619868011,0.48116326092411327,0.8805198512907103,0.615650081596382
232,lrmf,1000,3,5,0.1,4,3,10,10,glm,205,True,1.7858697466340046,1.7945128741902676,1.791278296003201,1.785869746634005,1.5118945238368768,1.5146092768672068
233,lrmf,1000,3,100,0.1,4,3,10,10,glm,535,True,0.753838346936478,0.7710521043255294,0.649201370897299,0.753838346936478,0.8942453007173259,0.7796983084425361
234,lrmf,1000,3,5,0.3,4,3,10,10,glm,205,True,1.7871401453114226,1.796208210087637,1.7874393105917932,1.7871401453114226,1.5329170041066655,1.536922126629757
235,lrmf,1000,3,100,0.3,4,3,10,10,glm,533,True,0.006638202411041078,0.3214886870677516,0.2435476242472084,0.006638202411041076,0.501255604513073,0.4224606466434993
236,lrmf,1000,3,5,0.1,4,3,400,10,glm,290,True,1.480884518114679,1.1581266882936117,1.1952717053300113,1.480884518114679,1.3714737008778384,1.3882653374950973
237,lrmf,1000,3,100,0.1,4,3,400,10,glm,750,True,0.2485091988449022,0.7326607074340997,0.4018647558136661,0.24850919884490216,0.7853614865769465,0.45213229530411037
238,lrmf,1000,3,5,0.3,4,3,400,10,glm,292,True,1.6255426435513949,1.373592217648263,1.4180190027214366,1.6255426435513949,1.5692801274368342,1.5833188546525077
239,lrmf,1000,3,100,0.3,4,3,400,10,glm,750,True,0.22348920440736947,0.8901125363912865,0.4262664506238887,0.22348920440736947,0.9702667675448402,0.5239903418834045
240,dlvm,1000,3,5,0.1,5,3,10,0.1,glm,207,True,1.6584634274278411,1.6297791561825363,1.6430205449587447,1.6584634274278411,1.4529853513457258,1.4536450038849875
241,dlvm,1000,3,100,0.1,5,3,10,0.1,glm,491,True,0.8465534722817177,1.8782599572927978,1.7524479710500565,0.8465534722817176,2.738703823862056,2.4124030859587555
242,dlvm,1000,3,5,0.3,5,3,10,0.1,glm,209,True,1.9266897604088236,1.8400144653818025,1.8310151781874566,1.9266897604088233,1.4649006362598458,1.4656610567005928
243,dlvm,1000,3,100,0.3,5,3,10,0.1,glm,491,True,0.5381784616972859,1.190645787499367,1.1834685752266125,0.538178461697286,2.4514763622117357,2.1811838070636047
244,dlvm,1000,3,5,0.1,5,3,400,0.1,glm,295,True,2.673703617879466,2.445250062524879,2.5931894019726833,2.6737036178794655,2.532286614233211,2.6650209006883596
245,dlvm,1000,3,100,0.1,5,3,400,0.1,glm,755,True,1.2454408468062925,1.9449723763552882,0.702807402420538,1.2454408468062927,2.3081186702058853,0.8752089786325028
246,dlvm,1000,3,5,0.3,5,3,400,0.1,glm,298,True,2.4069351302016893,2.3963606671748465,2.561218968278208,2.406935130201689,2.520886276738633,2.6595199674503833
247,dlvm,1000,3,100,0.3,5,3,400,0.1,glm,758,True,1.262854310241009,1.9510872941138846,0.6781421396862797,1.2628543102410088,2.3431663019445352,0.8451725799553722
248,dlvm,1000,3,5,0.1,5,3,10,1,glm,216,True,3.4655374230601192,3.026596379159694,3.051896514235773,3.4655374230601192,2.434414674578307,2.5040454773883964
249,dlvm,1000,3,100,0.1,5,3,10,1,glm,546,True,2.8441385384395637,0.10256814598791109,0.1777489366654319,2.844138538439563,0.3896671480754537,0.2560624050868709
250,dlvm,1000,3,5,0.3,5,3,10,1,glm,218,True,3.0836342006811357,2.7837345723051232,2.8138601900237035,3.0836342006811357,2.555216670824337,2.6372750127693267
251,dlvm,1000,3,100,0.3,5,3,10,1,glm,554,True,6.169340987240758,0.6870280284014946,0.2658923332375416,6.169340987240758,0.7574107686644972,0.2870116968868049
252,dlvm,1000,3,5,0.1,5,3,400,1,glm,303,True,2.5668940340784974,2.2634212268776253,2.4461570926009797,2.5668940340784974,2.4503113982641467,2.622417299366556
253,dlvm,1000,3,100,0.1,5,3,400,1,glm,762,True,1.1352284811330469,2.7254199668635968,0.7441944065652759,1.135228481133047,2.918061296965268,0.9091715938946059
254,dlvm,1000,3,5,0.3,5,3,400,1,glm,305,True,1.5741746195628565,1.799860759322356,1.9876810762598427,1.574174619562857,2.1186184565457595,2.27058926144104
255,dlvm,1000,3,100,0.3,5,3,400,1,glm,764,True,85.29900532743642,2.665370972137266,0.9173935595877148,85.29900532743639,2.8479402965335203,1.0587157318041251
256,dlvm,1000,3,5,0.1,5,3,10,10,glm,226,True,3.32451788624694,2.7878697997584285,2.7664132907645835,3.3245178862469396,2.570762765787501,2.6437214369134536
257,dlvm,1000,3,100,0.1,5,3,10,10,glm,567,True,10.487061480585131,0.33398166435894633,0.13451527060629073,10.48706148058513,0.5351036305416966,0.21109284353398045
258,dlvm,1000,3,5,0.3,5,3,10,10,glm,230,True,2.5246341905194587,2.685832098957219,2.7073548977556303,2.5246341905194583,2.5067333083049808,2.5763337765587635
259,dlvm,1000,3,100,0.3,5,3,10,10,glm,561,True,11.449833321749672,0.2694569808866034,-0.03949134956180474,11.449833321749674,0.5607358511221109,0.16943388363874937
260,dlvm,1000,3,5,0.1,5,3,400,10,glm,313,True,3.4597601988224995,2.4395444581443284,2.7042501686274356,3.4597601988225004,2.497381383066123,2.717620145502839
261,dlvm,1000,3,100,0.1,5,3,400,10,glm,775,True,107.27322003258959,2.251388622372517,0.9027031529015166,107.27322003258958,2.376031909682455,0.9952190426251184
262,dlvm,1000,3,5,0.3,5,3,400,10,glm,316,True,4.9910573637306985,2.270160649015636,2.505354856428336,4.991057363730697,2.4362243951131846,2.632824301231993
263,dlvm,1000,3,100,0.3,5,3,400,10,glm,775,True,225.3511769345598,2.092381476177729,0.9517496740721474,225.35117693455973,2.2026434593811057,1.022342403337892
264,lrmf,1000,3,5,0.1,5,3,10,0.1,glm,230,True,1.03612313496759,1.035281868943013,1.0414571756846271,1.0361231349675897,1.032403573905294,1.0329182553927156
265,lrmf,1000,3,100,0.1,5,3,10,0.1,glm,520,True,8.78700974592963,8.850558907860329,8.886617718858929,8.787009745929629,8.548874621449096,8.550592695830995
266,lrmf,1000,3,5,0.3,5,3,10,0.1,glm,232,True,1.0004136507825327,1.0269534899091468,1.0260999360616552,1.000413650782533,1.0315632636431433,1.0312687145471968
267,lrmf,1000,3,100,0.3,5,3,10,0.1,glm,521,True,6.937031260772468,6.584718157775356,6.4833681513991905,6.9370312607724705,8.50500807946461,8.501406415329349
268,lrmf,1000,3,5,0.1,5,3,400,0.1,glm,320,True,1.7621922732873732,1.7624921201030954,1.7603292868927332,1.762192273287373,1.6141083642766074,1.6108693562790604
269,lrmf,1000,3,100,0.1,5,3,400,0.1,glm,775,True,1.0041976399549961,1.035234522567639,1.0835368003849233,1.004197639954996,1.1693887131150944,1.2301774105244996
270,lrmf,1000,3,5,0.3,5,3,400,0.1,glm,320,True,1.8684974320101846,1.8668859041592718,1.8653448660661915,1.868497432010184,1.6731349747200874,1.6707534516172613
271,lrmf,1000,3,100,0.3,5,3,400,0.1,glm,779,True,0.9873708017731376,0.9757061061852568,1.0356422661111893,0.9873708017731374,1.104892622982424,1.1619555910404058
272,lrmf,1000,3,5,0.1,5,3,10,1,glm,242,True,1.589976652120802,1.616775551024201,1.6178958567547355,1.5899766521208023,1.3979029717221934,1.401135876357261
273,lrmf,1000,3,100,0.1,5,3,10,1,glm,570,True,4.1736003482284785,3.9646155693352596,4.057389830381315,4.173600348228478,4.154381983194953,4.2128723225986775
274,lrmf,1000,3,5,0.3,5,3,10,1,glm,242,True,1.346585548735845,1.4023261362080106,1.39595006905997,1.3465855487358451,1.381985225391951,1.3841769530356947
275,lrmf,1000,3,100,0.3,5,3,10,1,glm,568,True,1.1266737141259713,1.1388839317285253,1.1242541149584449,1.1266737141259713,1.2666825329349434,1.2570898411775482
276,lrmf,1000,3,5,0.1,5,3,400,1,glm,327,True,2.6436760112307574,2.150439649198388,2.1766638930596316,2.643676011230757,1.9705550557813785,1.982020509595283
277,lrmf,1000,3,100,0.1,5,3,400,1,glm,783,True,1.0286528214241744,0.9977118568498113,1.001199359588849,1.0286528214241744,1.0852370427798876,1.0902975968083966
278,lrmf,1000,3,5,0.3,5,3,400,1,glm,330,True,2.59300243642703,2.1414773658262973,2.1722422654613687,2.5930024364270294,1.9192533158853973,1.9329433860376861
279,lrmf,1000,3,100,0.3,5,3,400,1,glm,787,True,1.2434565895787544,1.0269835399665643,1.128746205853696,1.243456589578754,1.1381383449091949,1.2460684228085004
280,lrmf,1000,3,5,0.1,5,3,10,10,glm,251,True,1.7535886790809991,1.7498347267982577,1.7491468796920933,1.7535886790809985,1.5112383518166588,1.5113575010319824
281,lrmf,1000,3,100,0.1,5,3,10,10,glm,574,True,1.1443222224301464,0.8180047726964984,0.962255931693219,1.1443222224301461,0.9499795657117832,1.0963778029396922
282,lrmf,1000,3,5,0.3,5,3,10,10,glm,251,True,1.763865826036288,1.775336722668236,1.7758805849310797,1.7638658260362876,1.5312928634441048,1.5318352441428902
283,lrmf,1000,3,100,0.3,5,3,10,10,glm,579,True,1.5693833744200378,1.071223772018181,1.347745375354383,1.5693833744200378,1.180508778002809,1.4595430992245337
284,lrmf,1000,3,5,0.1,5,3,400,10,glm,337,True,1.9844347580259645,1.9223596684114714,1.9282133277447149,1.984434758025965,1.972243616355047,1.972088860029569
285,lrmf,1000,3,100,0.1,5,3,400,10,glm,797,True,1.3475823026214444,1.1809355753149107,1.1970954914094758,1.3475823026214442,1.2565026767232468,1.2481763793424399
286,lrmf,1000,3,5,0.3,5,3,400,10,glm,338,True,2.732845848748653,2.123504529601039,2.1401984696367506,2.732845848748653,1.9383854015363124,1.9432680067100427
