,model,n,d,p,prop_miss,seed,d_miwae,n_epochs,sig_prior,method,time,citcio,tau_dr,tau_ols,tau_ols_ps,mul_tau_dr,mul_tau_ols,mul_tau_ols_ps
24,lrmf,1000,3,5,0.1,0,3,10,0.1,glm,82,True,0.9584921884568237,1.0107681189366815,0.9715749553579371,0.9584921884568236,1.0445131403192236,1.0442137560100884
25,lrmf,1000,3,100,0.1,0,3,10,0.1,glm,423,True,8.8983972871008,8.706147428503606,8.842500414193978,8.898397287100801,8.657134283818937,8.656325945235745
26,lrmf,1000,3,5,0.3,0,3,10,0.1,glm,83,True,1.0802133258160076,1.0819572759885716,1.0830302101458074,1.0802133258160076,1.0451625269497464,1.0446469362022757
27,lrmf,1000,3,100,0.3,0,3,10,0.1,glm,419,True,4.63999359836348,4.196349333565671,3.1893162642099924,4.639993598363482,8.559714610598217,8.5585895588136
28,lrmf,1000,3,5,0.1,0,3,400,0.1,glm,162,True,1.3747961099606583,1.3704982008742839,1.3705635964454537,1.3747961099606585,1.352493585911907,1.3530915323176282
29,lrmf,1000,3,100,0.1,0,3,400,0.1,glm,682,True,0.5123193618665229,0.6073945638319174,0.2901405878629859,0.512319361866523,0.7557716942469906,0.46386485964309543
30,lrmf,1000,3,5,0.3,0,3,400,0.1,glm,164,True,1.5970173338518403,1.5954874416169282,1.5936109908952218,1.59701733385184,1.510176755705365,1.5104720436609966
31,lrmf,1000,3,100,0.3,0,3,400,0.1,glm,687,True,0.6057915372380693,0.6645427993779975,0.3228834753919223,0.6057915372380692,0.8277659434506642,0.509883427203847
32,lrmf,1000,3,5,0.1,0,3,10,1,glm,86,True,1.6843043121979744,1.6861950744599299,1.6819798889177207,1.6843043121979744,1.2812132903815683,1.281194700926598
33,lrmf,1000,3,100,0.1,0,3,10,1,glm,467,True,0.7228409436127017,0.6687507539818005,0.3751149935369813,0.7228409436127017,0.8239398340106758,0.5557751661048238
34,lrmf,1000,3,5,0.3,0,3,10,1,glm,87,True,1.1108803413671873,1.0845420697876849,1.0901524593911471,1.110880341367187,1.2824259062546561,1.2818887855930643
35,lrmf,1000,3,100,0.3,0,3,10,1,glm,473,True,6.89715914551287,6.88675774423292,6.893101679415542,6.897159145512871,6.95411009013823,6.944491985180267
36,lrmf,1000,3,5,0.1,0,3,400,1,glm,167,True,1.7044196947503214,1.5394344524234014,1.5378345968987945,1.7044196947503212,1.592027885729297,1.6025185204183356
37,lrmf,1000,3,100,0.1,0,3,400,1,glm,689,True,0.6629587013306066,0.3045230988040091,0.21595196005668882,0.6629587013306066,0.407934263689272,0.33159649308310124
38,lrmf,1000,3,5,0.3,0,3,400,1,glm,168,True,1.5014873664486175,1.3918738806079527,1.3998939060233178,1.501487366448618,1.4329663632192782,1.4365590343361025
39,lrmf,1000,3,100,0.3,0,3,400,1,glm,695,True,0.7803947391072503,0.5079072938795735,0.34541345157970094,0.7803947391072503,0.621215498550592,0.4735510219664987
40,lrmf,1000,3,5,0.1,0,3,10,10,glm,93,True,1.820910635073104,1.8145402690743686,1.8141268418831347,1.8209106350731046,1.5072790914074363,1.5085431160655718
41,lrmf,1000,3,100,0.1,0,3,10,10,glm,477,True,1.0706573544393607,0.6599819361289414,0.5633749327090013,1.0706573544393603,0.801155821014574,0.7125744273845368
42,lrmf,1000,3,5,0.3,0,3,10,10,glm,92,True,1.763021134364698,1.7521136070945356,1.7516231694595765,1.763021134364698,1.492972022847384,1.4932958592965633
43,lrmf,1000,3,100,0.3,0,3,10,10,glm,478,True,0.6077303231353441,0.4142515910050129,0.32200411575884297,0.6077303231353443,0.5270922516425138,0.43170151692092035
44,lrmf,1000,3,5,0.1,0,3,400,10,glm,173,True,1.5413583212505628,1.3955534084211547,1.3949714630907528,1.5413583212505628,1.612530386455434,1.623451027353111
45,lrmf,1000,3,100,0.1,0,3,400,10,glm,702,True,0.8032975032132017,0.5962321694926123,0.3597329547565981,0.8032975032132016,0.6791665759259783,0.4480455778550422
46,lrmf,1000,3,5,0.3,0,3,400,10,glm,173,True,2.1991653465038445,2.0732036929150817,2.1035328246708436,2.199165346503844,2.023967650320428,2.0318087478523448
47,lrmf,1000,3,100,0.3,0,3,400,10,glm,640,True,1.6521781869076313,0.5919169882368178,0.3657160545848547,1.6521781869076313,0.6010546210889747,0.38742847073297937
48,dlvm,1000,3,5,0.1,1,3,10,0.1,glm,86,True,1.672102011728404,1.619744788139755,1.614252221245465,1.6721020117284044,1.3548870174176415,1.3544048784692262
49,dlvm,1000,3,100,0.1,1,3,10,0.1,glm,372,True,0.387843738207075,0.006359090163840619,0.03979804605614845,0.38784373820707513,2.098067687404162,1.9264885200936368
50,dlvm,1000,3,5,0.3,1,3,10,0.1,glm,86,True,1.453405472978124,1.4106350912868066,1.411940527781553,1.453405472978124,1.3494331774458357,1.3495691339763676
51,dlvm,1000,3,100,0.3,1,3,10,0.1,glm,363,True,-0.4831900943312511,0.06532128782388469,0.09913309770434608,-0.48319009433125104,1.6331005063202542,1.4595186469015886
52,dlvm,1000,3,5,0.1,1,3,400,0.1,glm,171,True,2.670918353059342,2.6144983750980164,2.723710266501042,2.6709183530593417,2.5844506777240124,2.7229162294646057
53,dlvm,1000,3,100,0.1,1,3,400,0.1,glm,629,True,0.28857976824703774,1.0180653616648527,-0.19935934860318127,0.2885797682470378,1.3612403461125815,-0.0655717142149408
54,dlvm,1000,3,5,0.3,1,3,400,0.1,glm,173,True,2.2649924361841256,2.4531043352068775,2.5478488922825644,2.264992436184126,2.5815406754686547,2.707188308362721
55,dlvm,1000,3,100,0.3,1,3,400,0.1,glm,629,True,0.22973647986738513,0.9405691351113674,-0.23664391952263508,0.2297364798673852,1.295441781036754,-0.10738336105292713
56,dlvm,1000,3,5,0.1,1,3,10,1,glm,89,True,3.3035459531248637,2.503763218498261,2.3834122994135214,3.3035459531248623,2.483875099686317,2.537666912015748
57,dlvm,1000,3,100,0.1,1,3,10,1,glm,415,True,-0.04153499237160156,-0.29736896288926595,-0.3365854527947001,-0.041534992371601576,-0.16817613964202885,-0.24936044141146532
58,dlvm,1000,3,5,0.3,1,3,10,1,glm,90,True,3.6652627286015673,2.801296851918497,2.769643661740374,3.665262728601568,2.4830517438766533,2.541557576050146
59,dlvm,1000,3,100,0.3,1,3,10,1,glm,418,True,-0.8041964832275137,-0.4479483282454453,-0.6115592592980723,-0.804196483227514,-0.11334550670922067,-0.32518242064796565
60,dlvm,1000,3,5,0.1,1,3,400,1,glm,174,True,4.185196303695594,2.037039098236646,2.350787606781184,4.1851963036955935,2.2344173401861096,2.414937783420587
61,dlvm,1000,3,100,0.1,1,3,400,1,glm,631,True,-0.7381281686023643,1.5248150353455008,-0.2050731994022974,-0.7381281686023644,1.7122401795914646,-0.07912153597981804
62,dlvm,1000,3,5,0.3,1,3,400,1,glm,176,True,4.447157182757579,2.2599467095366155,2.493048902156055,4.447157182757579,2.375519787965157,2.516752397189041
63,dlvm,1000,3,100,0.3,1,3,400,1,glm,632,True,-1.3299679640544686,1.2140586083067566,-0.36445098913441476,-1.3299679640544684,1.4399275556515942,-0.2180127099033971
64,dlvm,1000,3,5,0.1,1,3,10,10,glm,95,True,3.2292254089224017,2.682681840515641,2.7267217486287243,3.2292254089224026,2.5360506334919455,2.5626237749716267
65,dlvm,1000,3,100,0.1,1,3,10,10,glm,429,True,-0.2854653703159793,0.052155963055701776,0.026872883260990264,-0.28546537031597924,0.10496341067262417,0.08344704585535923
66,dlvm,1000,3,5,0.3,1,3,10,10,glm,94,True,3.7627342620510653,2.410350587808124,2.500258739403355,3.7627342620510666,2.3390179397783366,2.3632972020979457
67,dlvm,1000,3,100,0.3,1,3,10,10,glm,433,True,0.5515373173606138,0.0008585143085347649,-0.004481247408913095,0.5515373173606138,0.5014298905912362,0.30773438497296896
68,dlvm,1000,3,5,0.1,1,3,400,10,glm,178,True,3.7442530776096863,2.0858483343582117,2.3871344599139666,3.744253077609685,2.2304089315525175,2.4276177295407138
69,dlvm,1000,3,100,0.1,1,3,400,10,glm,634,True,14.757501446856455,1.7982641946328977,0.15572322847557102,14.757501446856454,1.953358316680843,0.2506884793818933
70,dlvm,1000,3,5,0.3,1,3,400,10,glm,179,True,5.344974804241352,2.4108854115185547,2.633349773407594,5.344974804241351,2.579002635456712,2.713131502664856
71,dlvm,1000,3,100,0.3,1,3,400,10,glm,637,True,-0.7484484438909289,1.693728274559223,0.3297185744358978,-0.748448443890929,1.8459650814319406,0.46600087037989724
72,lrmf,1000,3,5,0.1,1,3,10,0.1,glm,95,True,1.0341148258699127,1.0421653493810794,1.0399199700343615,1.0341148258699129,1.099321869484152,1.0994784484124258
73,lrmf,1000,3,100,0.1,1,3,10,0.1,glm,393,True,6.5454030450131215,7.107689242282788,6.962921706571763,6.545403045013122,8.954909719387013,8.954812839648076
74,lrmf,1000,3,5,0.3,1,3,10,0.1,glm,95,True,1.081515716812814,1.0821628483566186,1.087592249212321,1.0815157168128138,1.0991771892267526,1.0992126123555996
75,lrmf,1000,3,100,0.3,1,3,10,0.1,glm,383,True,2.1379505424728076,2.0879814616914842,1.8949479660948327,2.1379505424728076,8.752766463061883,8.74554746708912
76,lrmf,1000,3,5,0.1,1,3,400,0.1,glm,178,True,1.5281926161540573,1.5283515459172783,1.526593105302382,1.5281926161540575,1.4778276414369305,1.4768579868961222
77,lrmf,1000,3,100,0.1,1,3,400,0.1,glm,635,True,1.3972678936666327,1.6193659795569424,1.2334408365877003,1.397267893666633,1.751751162406047,1.3780937733231007
78,lrmf,1000,3,5,0.3,1,3,400,0.1,glm,181,True,1.6463649716887248,1.6448570105589688,1.6444029249871939,1.646364971688725,1.5387287138161283,1.538609545295766
79,lrmf,1000,3,100,0.3,1,3,400,0.1,glm,637,True,1.4177954650129858,1.623425722731028,1.259122323214438,1.417795465012986,1.760928327967431,1.426468087663336
80,lrmf,1000,3,5,0.1,1,3,10,1,glm,100,True,1.6508490274403502,1.6690222361465605,1.6698379411550848,1.6508490274403502,1.3848719378406025,1.3848483142242118
81,lrmf,1000,3,100,0.1,1,3,10,1,glm,429,True,0.6191106494926597,1.6511006644567865,1.2779649354083216,0.6191106494926597,1.7792826444213432,1.4530573446231245
82,lrmf,1000,3,5,0.3,1,3,10,1,glm,101,True,1.0439392877320997,1.0602983832982023,1.0581138186352648,1.0439392877320994,1.3747002555704637,1.3749177296452542
83,lrmf,1000,3,100,0.3,1,3,10,1,glm,431,True,0.4257336672545462,1.6161861595233624,1.1276820584647647,0.42573366725454603,1.7666922506342753,1.3130056500019942
84,lrmf,1000,3,5,0.1,1,3,400,1,glm,182,True,1.3783645085350709,1.3303764341613564,1.3335944643351068,1.378364508535071,1.5612059974691173,1.5731509400000976
85,lrmf,1000,3,100,0.1,1,3,400,1,glm,644,True,0.48536477456141963,1.4244838830522464,1.131695936935365,0.48536477456141974,1.5269088090407663,1.2573787256263294
86,lrmf,1000,3,5,0.3,1,3,400,1,glm,185,True,1.5543878848434547,1.278561456790598,1.2776301880827459,1.5543878848434542,1.5814121537926475,1.5915824919157726
87,lrmf,1000,3,100,0.3,1,3,400,1,glm,641,True,0.5501860218314725,1.5878547173498259,1.2409455530679594,0.5501860218314727,1.7001740391283187,1.365066555673161
88,lrmf,1000,3,5,0.1,1,3,10,10,glm,105,True,1.7664084924165049,1.7717059747515156,1.7747986821173178,1.7664084924165047,1.5092780108631911,1.5084572919775368
89,lrmf,1000,3,100,0.1,1,3,10,10,glm,433,True,-0.6812050414856872,1.5141175433226768,1.2181515016046547,-0.6812050414856872,1.656820639719955,1.3940762886477323
90,lrmf,1000,3,5,0.3,1,3,10,10,glm,105,True,1.8043575845255406,1.7844551222148548,1.7832482442167166,1.8043575845255406,1.5188813253453377,1.5188135782353078
91,lrmf,1000,3,100,0.3,1,3,10,10,glm,434,True,-0.016590073692236956,1.3116897456109442,1.068530346568189,-0.016590073692236952,1.4544181784085273,1.2472344009273322
92,lrmf,1000,3,5,0.1,1,3,400,10,glm,191,True,2.13587640526795,1.553525647164606,1.590574002973583,2.13587640526795,1.7025713128282525,1.7387515216061036
93,lrmf,1000,3,100,0.1,1,3,400,10,glm,649,True,0.3011429935554477,1.56419259292208,1.326944930454178,0.3011429935554477,1.6360271481367494,1.4076324616490905
94,lrmf,1000,3,5,0.3,1,3,400,10,glm,192,True,1.2710845083278537,1.4271356323453877,1.4893556602445406,1.2710845083278535,1.6509566498030614,1.7009699534601317
95,lrmf,1000,3,100,0.3,1,3,400,10,glm,652,True,0.7478813414742631,1.5171615146970638,1.225630449773452,0.7478813414742632,1.5948799371081999,1.3173887913345885
96,dlvm,1000,3,5,0.1,2,3,10,0.1,glm,108,True,1.6665956949610408,1.5780924252716773,1.5749797275036599,1.6665956949610408,1.1074715455077904,1.1070703235745334
97,dlvm,1000,3,100,0.1,2,3,10,0.1,glm,391,True,1.4665185603836948,2.6536447859293304,2.515328666927962,1.4665185603836943,3.2608391365030025,3.0342339614370473
98,dlvm,1000,3,5,0.3,2,3,10,0.1,glm,108,True,1.128900076276583,1.1163332085063327,1.2479339336459816,1.128900076276583,1.0923537300169286,1.0922531204752985
99,dlvm,1000,3,100,0.3,2,3,10,0.1,glm,389,True,1.7006140192635788,2.2356657468434307,2.2010763095848382,1.7006140192635786,3.7405253845608297,3.4069607279135927
100,dlvm,1000,3,5,0.1,2,3,400,0.1,glm,194,True,2.5973789088484236,2.409817787296145,2.3120526339506746,2.597378908848423,2.3868520742443597,2.401419448649578
101,dlvm,1000,3,100,0.1,2,3,400,0.1,glm,651,True,1.3842187144115914,2.110696364387117,0.9283075229656643,1.3842187144115916,2.4373256950359625,1.0983759569896359
102,dlvm,1000,3,5,0.3,2,3,400,0.1,glm,197,True,2.793839791495537,2.4600126160797426,2.387837886278546,2.7938397914955364,2.3922025195022747,2.4040334026663945
103,dlvm,1000,3,100,0.3,2,3,400,0.1,glm,651,True,1.5748308148798156,2.3082248488008723,1.1834624213688283,1.5748308148798156,2.608574669285058,1.320364108143207
104,dlvm,1000,3,5,0.1,2,3,10,1,glm,111,True,3.042768877026998,2.3885732431987843,2.3029660345652623,3.0427688770269983,2.252340188788348,2.2313427645726382
105,dlvm,1000,3,100,0.1,2,3,10,1,glm,444,True,0.23747603918813479,0.977320034114328,0.8539957407914331,0.2374760391881348,1.2954941152199697,1.059647301531037
106,dlvm,1000,3,5,0.3,2,3,10,1,glm,114,True,3.033937927695987,2.4339706622652932,2.3074199378974725,3.033937927695987,2.3094121171263224,2.289239652378871
107,dlvm,1000,3,100,0.3,2,3,10,1,glm,430,True,0.3456537867639049,1.5097570603600317,1.2431672820355029,0.34565378676390496,2.049569712747541,1.6127219025090376
108,dlvm,1000,3,5,0.1,2,3,400,1,glm,198,True,3.5061610597356623,1.8958176746426931,1.948036791442363,3.506161059735661,2.0156903984128007,2.0261255523143107
109,dlvm,1000,3,100,0.1,2,3,400,1,glm,654,True,0.309750626852683,2.644294559811171,1.03455535604505,0.309750626852683,2.8446910956095777,1.1716326620488522
110,dlvm,1000,3,5,0.3,2,3,400,1,glm,203,True,3.640021663632673,1.8663637303141143,1.9163290174619652,3.6400216636326728,2.158989161455464,2.1649942294541527
111,dlvm,1000,3,100,0.3,2,3,400,1,glm,658,True,-0.043719832876974576,2.7579379973506435,1.2583234745345155,-0.04371983287697457,2.9214766149856657,1.378854980641705
112,dlvm,1000,3,5,0.1,2,3,10,10,glm,118,True,2.84097109766614,2.3685354412010775,2.4261693457978333,2.840971097666141,2.3864634387798302,2.352224662144759
113,dlvm,1000,3,100,0.1,2,3,10,10,glm,453,True,0.18733393426774397,1.1679646054599322,1.0638957906222746,0.18733393426774397,1.4910425521358093,1.291260303372191
114,dlvm,1000,3,5,0.3,2,3,10,10,glm,119,True,1.7354633434265145,2.162822721373889,2.12970634059495,1.7354633434265145,2.356358407778679,2.3226697828476115
115,dlvm,1000,3,100,0.3,2,3,10,10,glm,453,True,-1.188983042886019,0.8448786505850354,0.6771624571102879,-1.1889830428860189,1.1535090937686845,0.910336761292881
116,dlvm,1000,3,5,0.1,2,3,400,10,glm,204,True,3.913315266451704,2.104139336483556,2.15628096497726,3.913315266451704,2.2677174570204848,2.286014333142976
117,dlvm,1000,3,100,0.1,2,3,400,10,glm,662,True,-1.0728802983110013,1.9438224908242268,0.6564492365019106,-1.0728802983110015,2.0721079222386054,0.7205915720165446
118,dlvm,1000,3,5,0.3,2,3,400,10,glm,205,True,3.8960747775340505,2.542481616506513,2.4913796001732127,3.8960747775340514,2.5012637052598317,2.474376883837909
119,dlvm,1000,3,100,0.3,2,3,400,10,glm,662,True,-0.2562338637476578,2.569011753974737,1.291792911207152,-0.2562338637476578,2.682612928517741,1.3631496632421665
120,lrmf,1000,3,5,0.1,2,3,10,0.1,glm,120,True,1.092543736006303,1.085324812289457,1.0850537550722947,1.0925437360063028,1.0762957650274192,1.076098037772959
121,lrmf,1000,3,100,0.1,2,3,10,0.1,glm,417,True,8.253356604609722,8.2066752618957,7.830465908686165,8.25335660460972,8.836626472116842,8.839051788844918
122,lrmf,1000,3,5,0.3,2,3,10,0.1,glm,120,True,1.07939227592526,1.0787219071263578,1.0789377807668643,1.07939227592526,1.077983978090564,1.0775019401616133
123,lrmf,1000,3,100,0.3,2,3,10,0.1,glm,409,True,7.249648934358106,7.1610617699467145,6.909477833754977,7.249648934358106,8.646014313764793,8.645210048814892
124,lrmf,1000,3,5,0.1,2,3,400,0.1,glm,206,True,1.3654492169022474,1.3624098428066453,1.3622927563434963,1.3654492169022476,1.4628385547879075,1.4628665289788227
125,lrmf,1000,3,100,0.1,2,3,400,0.1,glm,659,True,1.974874259129695,1.9435464797184139,1.7708063826680789,1.974874259129695,2.069272839321863,1.9087207346119197
