,model,n,d,p,prop_miss,seed,d_miwae,n_epochs,sig_prior,method,time,citcio,m,tau_dr,tau_ols,tau_ols_ps
208,lrmf,1000,3,5,0,4,3,602,1,glm,1,False,10,0.847816392400822,0.8462585347764089,0.8446389665367408
209,lrmf,1000,3,100,0,4,3,602,1,glm,137,False,10,0.9797991515973565,0.9947753902525068,0.9911625450378946
210,lrmf,1000,3,5,0.1,5,3,602,1,glm,1,False,10,0.8494833210006101,0.8614226490227583,0.86155711331692
211,lrmf,1000,3,100,0.1,5,3,602,1,glm,136,False,10,0.9823121321941912,1.0030727144349616,1.0047944992807465
212,lrmf,1000,3,5,0.3,5,3,602,1,glm,1,False,10,0.8494833210006101,0.8614226490227583,0.86155711331692
213,lrmf,1000,3,100,0.3,5,3,602,1,glm,138,False,10,0.9823121321941912,1.0030727144349616,1.0047944992807465
214,lrmf,1000,3,5,0,5,3,602,1,glm,1,False,10,0.8434616574097749,0.8580601113660287,0.8580310682894231
215,lrmf,1000,3,100,0,5,3,602,1,glm,137,False,10,0.9762386324574704,0.9987129868368806,0.999826339582718
216,lrmf,1000,3,5,0.1,6,3,602,1,glm,1,False,10,0.8658965324352312,0.8803111332903335,0.8767341638791933
217,lrmf,1000,3,100,0.1,6,3,602,1,glm,133,False,10,0.9494315635040385,0.9984855254994033,0.9982512308373257
218,lrmf,1000,3,5,0.3,6,3,602,1,glm,1,False,10,0.8658965324352312,0.8803111332903335,0.8767341638791933
219,lrmf,1000,3,100,0.3,6,3,602,1,glm,131,False,10,0.9494315635040385,0.9984855254994033,0.9982512308373257
220,lrmf,1000,3,5,0,6,3,602,1,glm,1,False,10,0.866763422156116,0.880785487899945,0.8771188965372646
221,lrmf,1000,3,100,0,6,3,602,1,glm,132,False,10,0.949801345147409,0.9978851217787985,0.9973081327231522
222,lrmf,1000,3,5,0.1,7,3,602,1,glm,1,False,10,0.8642632983440048,0.8749421865361988,0.8722577750122464
223,lrmf,1000,3,100,0.1,7,3,602,1,glm,155,False,10,0.9741028145154986,1.0113219210354796,1.0134187589766477
