,model,n,d,p,prop_miss,seed,d_miwae,n_epochs,sig_prior,method,time,citcio,add_wy,tau_dr,tau_ols,tau_ols_ps,mul_tau_dr,mul_tau_ols,mul_tau_ols_ps,dcor_zhat,dcor_zhat_mul
106,lrmf,1000,3,5,0,0,3,400,10,glm,334,False,True,0.8773593140839894,0.8733145594227103,0.8726900115145364,0.8859902298580298,0.8814258851208794,0.881112287196524,0.8252613779633189,0.7421367166401075
107,lrmf,1000,3,100,0,0,3,400,10,glm,1049,False,True,0.9742914219051563,0.9905624508141726,0.9847837841639283,0.9748980978660196,0.9911766163742542,0.98535088467437,0.9858426366669091,0.9827493612341294
108,lrmf,5000,3,5,0.1,0,3,10,0.1,glm,1841,False,True,1.1142220281581812,1.1032233647007814,1.103530130899241,1.0994412338280246,1.0992952465435188,1.0992783827714148,0.4724684366635522,0.17919822134077004
109,lrmf,5000,3,100,0.1,0,3,10,0.1,glm,3837,False,True,1.2237646141808867,1.2290971793299943,1.2413463092128865,1.2210933406190854,1.22471998960739,1.235802573196364,0.8641829529997749,0.8479470736533332
110,lrmf,5000,3,5,0.3,0,3,10,0.1,glm,1795,False,True,1.045836078149669,1.0410259067406216,1.0391790836527548,1.0991268908194218,1.099128915283941,1.0991326757057722,0.3168027181526687,0.1135656275496578
111,lrmf,5000,3,100,0.3,0,3,10,0.1,glm,4253,False,True,1.191024298759936,1.1969375923320247,1.2116852567795648,1.189424532787521,1.1947267826219055,1.209321295797173,0.8577560985390316,0.8412477236814558
112,lrmf,5000,3,5,0,0,3,10,0.1,glm,1590,False,True,1.1596668607057528,1.1539785846748367,1.1542978864894473,1.0993718137863624,1.0993828087544708,1.0994052124674842,0.28814691077236465,0.11504357431187114
113,lrmf,5000,3,100,0,0,3,10,0.1,glm,3410,False,True,0.9383565862087465,0.9429289570312676,0.9339111163751109,0.9416634776801819,0.9473724808745437,0.9398722007911828,0.8607048240031182,0.8445057075555138
114,lrmf,5000,3,5,0.1,0,3,400,0.1,glm,2372,False,True,0.8397104365799086,0.8398998556154611,0.8379086149578535,0.8970425326803759,0.8983342494717086,0.8972536946825312,0.7991370605638473,0.6465929135630825
115,lrmf,5000,3,100,0.1,0,3,400,0.1,glm,4804,False,True,0.9996077836098535,0.9996872723397985,1.0006770966109548,1.0007633964001572,1.0007888800782003,1.0012642276588863,0.9927495472357318,0.9869325289564831
116,lrmf,5000,3,5,0.3,0,3,400,0.1,glm,2390,False,True,0.8421006521484254,0.8434780859728073,0.8414701946711716,0.8946884770109024,0.8963309359127274,0.8956752432638854,0.7964114995845216,0.6491520230801631
117,lrmf,5000,3,100,0.3,0,3,400,0.1,glm,4763,False,True,0.9978752818898834,1.0003909053479723,1.0010478180969993,0.999361159152086,1.001730649860331,1.0008474740923206,0.9927060268433341,0.986880935982483
118,lrmf,5000,3,5,0,0,3,400,0.1,glm,2447,False,True,0.8418205470910932,0.8419881288191746,0.8405455071330601,0.8959829026496808,0.8967531753670949,0.8964137951515716,0.7975175880446418,0.6500859355505462
119,lrmf,5000,3,100,0,0,3,400,0.1,glm,4993,False,True,0.9983309184831182,0.9982225134419012,0.9982895786735684,0.9997086789935985,0.9996812885524949,0.9998553738947322,0.993114527375302,0.9872884290926559
120,lrmf,5000,3,5,0.1,0,3,10,1,glm,1774,False,True,0.8434130364552057,0.8380241609047921,0.8388794440036503,0.9041049692541037,0.9036460484987694,0.9026087725281903,0.8029482023519029,0.656133527687072
121,lrmf,5000,3,100,0.1,0,3,10,1,glm,3967,False,True,0.9928706818583083,0.9988463348587527,0.9992787362908149,0.9951083106650939,1.0004820117975208,1.0008919361839734,0.9922187182572543,0.9860976296253249
122,lrmf,5000,3,5,0.3,0,3,10,1,glm,1662,False,True,0.8811659348867512,0.8705851268547802,0.8697406884085757,0.9039404380180378,0.9033227749522255,0.9019530352840114,0.815447007828269,0.6589590981358845
123,lrmf,5000,3,100,0.3,0,3,10,1,glm,4601,False,True,0.9993494661340541,0.9998330670664579,0.9991860666305813,1.0020446350048482,1.001627876915299,1.000966564048592,0.9925122078095711,0.9864189591910485
124,lrmf,5000,3,5,0,0,3,10,1,glm,1677,False,True,0.815876438155655,0.8211665433419225,0.823604427504084,0.9055248735401006,0.904704179644371,0.9036197040807178,0.8039491780569643,0.6562488669441229
125,lrmf,5000,3,100,0,0,3,10,1,glm,4214,False,True,1.001859713806747,0.9986048831581834,0.998245116829845,1.0036398976083862,1.0001926351410395,0.9999362246870155,0.9927970937328802,0.9866910947418241
126,lrmf,5000,3,5,0.1,0,3,400,1,glm,2276,False,True,0.8611345924854173,0.8621012695727982,0.8611708664615043,0.8933091839269245,0.8944595631584294,0.8938292734830989,0.7886475984009254,0.6490355823234478
